Neurosurgeon,ABNS Certificate,RFP in CNS Endovascular Surgery,RFP in Neurological Critical Care,RFP in Pediatric Neurological Surgery,Certified,Lifetime
"Acevedo, Jorge",  05/01/1988,,,,,Not Required To Participate
"Adametz, James",  05/01/1995,,,,,Not Required To Participate
"Adamson, James",  11/01/1992,,,,,Not Required To Participate
"Menoni, Rosalinda",  05/01/1987,,,,,Not Required To Participate
"Mericle, Robert","['\xa0\xa011/12/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Meriwether, Robert",  09/01/1983,,,,,Not Required To Participate
"Nalbach, Stephen",  05/04/2019 - 12/31/2029,,,,Participating,
"Nalluri, Suman",,"['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,,
"Narayanan, Sandra",,,,,,
"Lawson, Matthew",  11/11/2015 - 12/31/2025,,,,Participating,
"Lawton, Michael","['\xa0\xa011/01/2001 - 12/31/2011'], ['\xa0\xa001/01/2012 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Lazar, Martin",  01/01/1975,,,,,Not Required To Participate
"Sanchez, Gonzalo",  01/01/1975,,,,,Not Required To Participate
"Santangelo, Gabrielle",,,,,,
"Sava, Guy",  05/01/1983,,,,,Not Required To Participate
"Perez, Eduardo","['\xa0\xa011/09/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Perry, Edward",  05/04/2019 - 12/31/2029,,,,Participating,
"Petersen, Erika",  11/13/2014 - 12/31/2024,,,,Participating,
"Campbell, Bayard",  11/01/1997,,,,,Not Required To Participate
"Caravan, Bassir",,,,,,
"Carroll, Benjamin",,,,,,
"Adderholt, J.",  11/01/1998,,,,,Not Required To Participate
"Adel, Joseph",  05/05/2018 - 12/31/2028,,,,Participating,
"Adkins, Jeremy",,,,,,
"Meyer, Raymond",,,,,,
"Meyrat, Richard",  11/13/2014 - 12/31/2024,,,,Participating,
"Natarajan, Sabareesh",  11/12/2021 - 12/31/2031,"['\xa0\xa006/09/2022'], ['\xa0\xa001/01/2023']",,,Participating,
"Natelson, Stephen",  01/01/1974,,,,,Not Required To Participate
"Nathan, Swami",  09/01/1985,,,,,
"Lee, Mark",  05/01/1997,,,,Participating,
"Lee, Matthew",,,,,,
"Lee, Max","['\xa0\xa011/13/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Not Participating,
"Schell, Gerald",  11/01/1991,,,,,
"Schemm, George",  10/01/1964,,,,,Not Required To Participate
"Schoenhals, Glenn",  09/01/1982,,,,,Not Required To Participate
"Peterson, Eric",  11/09/2015 - 12/31/2025,"['\xa0\xa003/15/2021'], ['\xa0\xa001/01/2022']",,,Participating,
"Pierson, Eric",  09/01/1980,,,,,Not Required To Participate
"Post, Elisabeth  M.",  09/13/1985,,,,,Not Required To Participate
"Carson, Benjamin",  05/01/1988,,,,,Not Required To Participate
"Carter, Bob","['\xa0\xa005/15/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2024']",,,,Participating,
"Castro, Brandyn",,,,,,
"Adler, John",  05/01/1990,,,,,Not Required To Participate
"Aferzon, Joseph","['\xa0\xa011/01/2001 - 12/31/2011'], ['\xa0\xa001/01/2012 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Afshar, John","['\xa0\xa011/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Michael, Ronald","['\xa0\xa005/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Midha, Rajiv",  05/01/1998,,,,,Not Required To Participate
"Milas, Robert",  01/01/1980,,,,,Not Required To Participate
"Neckrysh, Sergey","['\xa0\xa011/13/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Neece, Stephen","['\xa0\xa005/06/1982 - 12/31/2006'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Neff, Samuel",  05/01/1995,,,,,
"Lee, Michaela",  05/08/2021 - 12/31/2031,,,,Participating,
"Lefkowitz, Michael","['\xa0\xa011/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Leonard, Michael","['\xa0\xa005/26/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Schwartzbauer, Gary",  10/30/2020 - 12/31/2030,,"['\xa0\xa006/07/2022'], ['\xa0\xa006/07/2022'], ['\xa0\xa006/07/2022'], ['\xa0\xa006/07/2022'], ['\xa0\xa006/07/2022']",,Participating,
"Scratch, Gordon",  05/01/1968,,,,,Not Required To Participate
"Shankar, Ganesh",  05/06/2022 - 12/31/2032,,,,Participating,
"Potts, Eric","['\xa0\xa005/12/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Pressman, Elliot",,,,,,
"Prostko, Edward",  09/01/1984,,,,,Not Required To Participate
"Ceverha, Barry",  05/01/1983,,,,,Not Required To Participate
"Chaffee, Bruce",  05/01/1971,,,,,Not Required To Participate
"Cheaney, Barry",,,,,,
"Aguilar, Jose",  01/01/1964,,,,,
"Albea, Jeffrey","['\xa0\xa011/12/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Albers, John ""Drew""",,,,,,
"Miller, Robert",  10/31/2020 - 12/31/2030,,,,Participating,
"Mimran, Ronnie","['\xa0\xa005/27/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Moftakhar, Roham",  11/14/2013 - 12/31/2024,,,,Participating,
"Neifert, Sean",,,,,,
"Newman, Sarah",,,,,,
"Nguyen, Sarah",,,,,,
"Lesniak, Maciej","['\xa0\xa011/11/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Lester, Mark",  09/01/1985,,,,,Not Required To Participate
"Letellier, Marc",  01/01/1982,,,,,Not Required To Participate
"Shanno, George","['\xa0\xa011/10/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Sherr, Gregory",  11/13/2014 - 12/31/2024,,,,Participating,
"Quach, Eric",,,,,,
"Quindlen, Eugene",  06/01/1980,,,,,Not Required To Participate
"Ramos-Zapata, Edwin",  05/21/2015 - 12/31/2025,,,,Participating,
"Chehrazi, B.",  05/01/1982,,,,,Not Required To Participate
"Chew, Brandon",,,,,,
"Chiles, Bennie","['\xa0\xa011/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Alexander, Joseph",  05/01/1995,,,,,
"Aljure, Julio",  11/01/1975,,,,,Not Required To Participate
"Alksne, John",  10/01/1966,,,,,Not Required To Participate
"Moncman, Ryan",,,,,,
"Moody, Robert",  01/01/1968,,,,,Not Required To Participate
"Moor, Rachel",,,,,,
"Ngwudike, Somtochukwu",,,,,,
"Nimjee, Shahid",  11/03/2018 - 12/31/2028,,,,Participating,
"Norrdahl, Sebastian",,,,,,
"Levesque, Michel",  05/01/1991,,,,,
"Levin, Marc",  09/01/1982,,,,,Not Required To Participate
"Levine, Mitchell",  05/01/1987,,,,,Not Required To Participate
"Shumaker, Grant","['\xa0\xa005/20/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Silverberg, Gerald",  05/01/1976,,,,,Not Required To Participate
"Simonds, Gary",  11/01/1993,,,,,
"Reifel, Edward",  10/01/1967,,,,,Not Required To Participate
"Rezaii, Elhaum",,,,,,
"Rhoton, Eric",  05/01/1995,,,,,
"Choi, Bryan",,,,,,
"Chopko, Bohdan","['\xa0\xa005/26/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Chozick, Bruce","['\xa0\xa005/26/1999 - 12/31/2009'], ['\xa0\xa001/01/2010 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,,
"Allen, James",  11/01/1990 - 12/31/2007,,,,,
"Alvarez, Jaime","['\xa0\xa011/01/2001 - 12/31/2011'], ['\xa0\xa001/01/2012 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Alvernia-Silva, Jorge",  11/07/2016 - 12/31/2026,,,,Participating,
"Moquin, Ross",  11/01/1993,,,,,Not Required To Participate
"Morawetz, Richard",  01/01/1979,,,,,Not Required To Participate
"Morris, Reuben",  05/01/1989,,,,,Not Required To Participate
"O'Leary, Shaun","['\xa0\xa011/12/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"O'Malley, Sean",  05/01/1998,,,,,Not Required To Participate
"Obukhoff, Serge","['\xa0\xa005/26/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Levitt, Michael",  05/05/2018 - 12/31/2028,"['\xa0\xa001/15/2020'], ['\xa0\xa001/01/2021'], ['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,Participating,
"Levy, Mark","['\xa0\xa011/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Levy, Michael",  11/01/1997,,,  12/05/2019,Participating,
"Singh, Gur",  01/01/1981,,,,,
"Sinson, Grant","['\xa0\xa005/01/1999 - 12/31/2009'], ['\xa0\xa001/01/2010 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Skaletsky, Gary",  09/07/1984,,,,,
"Richter, Erich","['\xa0\xa011/13/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Rizk, Elias",  04/18/2016 - 12/31/2026,,,,Participating,
"Robert, Everett",  05/09/2017 - 12/31/2027,,,,Participating,
"Chung, Byong",  05/01/1970,,,,,Not Required To Participate
"Cisse, Babacar",  05/13/2023 - 12/31/2033,,,,Participating,
"Claudino Ramos Flores, Bruno",  05/07/2021 - 12/31/2031,,,,Participating,
"Alvis, James",  11/01/1997,,,,,
"Alzate, Juan","['\xa0\xa005/04/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Amadeo, Javier","['\xa0\xa005/12/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Morshed, Ramin",,,,,,
"Mortara, Richard",  11/01/1976,,,,,Not Required To Participate
"Mortara, Ronald",  04/01/1981,,,,,Not Required To Participate
"Ofori-Kwakye, Stephen",  11/01/1990,,,,,Not Required To Participate
"Ojemann, Steven",  05/30/2008 - 12/31/2018,,,,Participating,
"Oliveria, Seth",  05/08/2021 - 12/31/2031,,,,Participating,
"Li, Maria","['\xa0\xa005/15/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2023'], ['\xa0\xa001/01/2024 - 12/31/2033']",,,,Participating,
"Likavec, Matt",  09/01/1982,,,,,Not Required To Participate
"Liker, Mark","['\xa0\xa011/11/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Skidmore, Grant","['\xa0\xa011/01/1999 - 12/31/2009'], ['\xa0\xa001/01/2010 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Smith, Gabriel",  05/08/2021 - 12/31/2031,,,,Participating,
"Sorkin, Grant",  11/03/2018 - 12/31/2028,,,,Participating,
"Rustamzadeh, Edward","['\xa0\xa005/03/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Sadar, Edward",  05/01/1977,,,,,Not Required To Participate
"Samaniego, Edgar",,  06/09/2022,,,,
"Clyde, Brent","['\xa0\xa011/12/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Coger, Brenton",  05/20/2015 - 12/31/2025,,,,Participating,
"Cohen, Benjamin","['\xa0\xa011/12/2008 - 12/31/2018'], ['\xa0\xa001/01/2019 - 12/31/2028']",,,,Participating,
"Amadio, Jordan",  11/12/2021 - 12/31/2031,,,,Participating,
"Amann, John",  05/01/1993,,,,,Not Required To Participate
"Amburgy, John",,,,,,
"Morton, Ryan",  11/01/2020 - 12/31/2030,,,,Participating,
"Moser, Richard",  05/01/1985,,,,,Not Required To Participate
"Omay, Sacit Bulent",  05/08/2021 - 12/31/2031,,,,Participating,
"Ondoma, Solomon",  11/13/2021 - 12/31/2031,,,,Participating,
"Lim, Michael","['\xa0\xa005/03/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Lin, Michelle",,,,,,
"Link, Michael","['\xa0\xa005/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Stefanis, George",  09/01/1986,,,,,Not Required To Participate
"Steinberg, Gary",  09/01/1989,,,,,Not Required To Participate
"Sankey, Eric",,,,,,
"Scheid, Edward","['\xa0\xa011/10/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Schmidt, Eric",,,,,,
"Colombi, Benedict",  09/01/1979,,,,,Not Required To Participate
"Cook, Bruce",  05/01/1990,,,,,Not Required To Participate
"Corliss, Brian",  11/10/2023 - 12/31/2033,,,,Participating,
"Ament, Jared",  11/04/2022 - 12/31/2032,,,,Participating,
"Ammerman, Joshua","['\xa0\xa011/12/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Amps, Jeremy","['\xa0\xa011/07/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Murali, Raj",  02/01/1982,,,,,Not Required To Participate
"Murayi, Roger",,,,,,
"Murphy, Rory",  11/13/2021 - 12/31/2031,,,,Participating,
"Ondra, Stephen",  05/01/1994,,,,,Not Required To Participate
"Onesti, Stephen",  11/01/1995,,,,Participating,
"Linskey, Mark",  11/01/1996,,,,,
"Liu, Mary Ashley",,,,,,
"Liu, Michael",  05/01/1996,,,,,Not Required To Participate
"Stricsek, Geoffrey",  05/13/2023 - 12/31/2033,,,,Participating,
"Tang, Gordon","['\xa0\xa011/09/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Tender, Gabriel","['\xa0\xa005/27/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Schubert, Eric","['\xa0\xa005/05/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Scott, Eric",  11/01/1993,,,,,Not Required To Participate
"Seljeskog, Edward",  01/01/1971,,,,,Not Required To Participate
"Cuddy, Brian",  11/01/1998,,,,,
"Curry, Brian",,,,,,
"Curt, Bradford",  05/21/2015 - 12/31/2025,,,,Participating,
"Anderson, James",  11/01/1995,,,,Participating,
"Anderson, Jim",  05/01/1977,,,,,Not Required To Participate
"Anderson, Joshua",  05/21/2015 - 12/31/2025,,,,Participating,
"Murray, Rhett",  05/01/1995,,,,,Not Required To Participate
"Murray, Richard",  05/04/2019 - 12/31/2029,,,,Participating,
"Musella, Rosario",  11/01/1969,,,,,Not Required To Participate
"Ortega Gutierrez, Santiago",,,,,,
"Oushy, Soliman",,,,,,
"Padar, Stephen",  01/01/1972,,,,,Not Required To Participate
"Loke, Monica","['\xa0\xa005/15/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2024']",,,,,
"Long, Marie",  11/01/1997,,,,,Not Required To Participate
"Longo, Michael",,,,,,
"Thaiyananthan, Gowriharan",  11/14/2013 - 12/31/2024,,,,Participating,
"Thomas, Geoffrey",  05/01/1991,,,,,Not Required To Participate
"Thompson, Gregory","['\xa0\xa005/01/2001 - 12/31/2011'], ['\xa0\xa001/01/2012 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Shaaya, Elias",,,,,,
"Shaver, Ellen","['\xa0\xa011/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Shen, Erica",,,,,,
"Curtis, Brian",  11/01/1998,,,,,Not Required To Participate
"Dalm, Brian",  10/30/2020 - 12/31/2030,,,,Participating,
"Dalton, Brian",  05/01/1992,,,,,Not Required To Participate
"Andrew, John",,,,,,
"Angel, Jorge",  10/01/1964,,,,,Not Required To Participate
"Anson, John","['\xa0\xa011/15/1995 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Nader, Remi","['\xa0\xa005/30/2008 - 12/31/2018'], ['\xa0\xa001/01/2019 - 12/31/2028']",,,,Participating,
"Naftalis, Richard",  11/01/1994,,,,,Not Required To Participate
"Naftel, Robert",  11/04/2017 - 12/31/2027,,,  11/28/2017,Participating,
"Pai, Suhas",  11/08/2012 - 05/16/2022,,,,,
"Palejwala, Sheri",  11/04/2022 - 12/31/2032,,,,Participating,
"Palmer, Sylvain",  05/01/1986,,,,,Not Required To Participate
"Lopez-Gonzalez, Miguel",  05/22/2015 - 12/31/2025,,,,Participating,
"LoPresti, Melissa",,,,,,
"Luciano, Mark",  05/01/1998,,,,,Not Required To Participate
"Tindall, George",  10/01/1963,,,,,Not Required To Participate
"Toczyl, Gregory",  05/08/2014 - 12/31/2024,,,,Participating,
"Sherburn, Eric","['\xa0\xa011/19/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 05/16/2022']",,,,,
"Sieg, Emily",  11/04/2022 - 12/31/2032,,,,Participating,
"Sincoff, Eric","['\xa0\xa005/27/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Daniels, Bradley",,,,,,
"Daou, Badih Junior",,,,,,
"Darakchiev, Borimir","['\xa0\xa005/27/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Antonios, Joseph",,,,,,
"Archer, Jacob",,,,,,
"Arena, John",,,,,,
"Nagle, Richard",  05/01/1971,,,,,Not Required To Participate
"Nangunoori, Raj",,,,,,
"Narayan, Raj",  05/01/1986,,,,,Not Required To Participate
"Panchagnula, Shreyas",,,,,,
"Pannullo, Susan","['\xa0\xa005/15/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2024']",,,,Participating,
"Papadopoulos, Stephen",  11/01/1991,,,,,Not Required To Participate
"Ludmer, Mario",  11/01/1971,,,,,Not Required To Participate
"Luken, Martin",  05/01/1983,,,,,Not Required To Participate
"Lusk, Michael",  05/01/1989,,,,,Not Required To Participate
"Toshkezi, Gentian",  05/07/2022 - 12/31/2032,,,,Participating,
"Toth, Gabor",,  06/09/2022,,,,
"Trost, Gregory","['\xa0\xa011/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Sipos, Eric","['\xa0\xa005/01/1999 - 12/31/2009'], ['\xa0\xa001/01/2010 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Six, Eric",  03/01/1983,,,,,Not Required To Participate
"Smith, Edward",  01/01/1981,,,,,Not Required To Participate
"Davis, Brandon",  11/04/2022 - 12/31/2032,,,,Participating,
"Dengler, Bradley",  11/02/2019 - 12/31/2029,,"['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2022']",,Participating,
"Deol, Baljit",,  02/13/2023,,,,
"Arguelles, Joseph",  11/09/2015 - 12/31/2025,,,,Participating,
"Arias, Jose","['\xa0\xa005/25/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Arle, Jeffrey","['\xa0\xa005/15/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 03/31/2022']",,,,,
"Narotzky, Robert",  05/01/1982,,,,,Not Required To Participate
"Nasser, Rani",  05/08/2021 - 12/31/2031,,,,Participating,
"Naylor, Ryan",,,,,,
"Papazoglou, Savvas",  05/01/1985,,,,,Not Required To Participate
"Pappu, Suguna",  04/19/2016 - 12/31/2026,,,,Participating,
"Parker, Samantha",,,,,,
"Lyerly, Mark",  11/01/1998,,,,,Not Required To Participate
"Lynn, Michael",  05/05/2018 - 05/16/2022,,,,,
"Lyons, Mark",  11/01/1995,,,,,Not Required To Participate
"Tuite, Gerald",  11/01/1998,,,,,
"Tye, Gary","['\xa0\xa005/21/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,  06/12/2021,Participating,
"Smith, Edward","['\xa0\xa005/25/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,  12/06/2018,Participating,
"Smith, Eleanor",,,,,,
"Spinazzi, Eleonora",,,,,,
"Desai, Bhargav",,,,,,
"Dial, Burke",  10/01/1983,,,,,Not Required To Participate
"Dirks, Bret","['\xa0\xa011/19/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2023']",,,,,
"Aronson, Joshua",  10/30/2020 - 12/31/2030,,,,Participating,
"Arthur, James",  05/15/1985,,,,,Not Required To Participate
"Nockels, Russ","['\xa0\xa005/01/1999 - 12/31/2009'], ['\xa0\xa001/01/2010 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"North, Richard",  05/01/1988,,,,,Not Required To Participate
"North, Robert",,,,,,
"Parker, Scott",  05/08/2021 - 12/31/2031,,,,Participating,
"Parker, Stephen",  11/05/2017 - 12/31/2027,,,,Participating,
"Patel, Saavan",,,,,,
"MacAllister, Matthew",,,,,,
"Tyson, George",  05/01/1983,,,,,Not Required To Participate
"Umbach, Gray",,,,,,
"Vander Ark, Gary",  10/01/1970,,,,,Not Required To Participate
"Sribnick, Eric",  11/03/2018 - 12/31/2028,,,  09/27/2019,Participating,
"Srinivasan, Ethan",,,,,,
"St. Clair, Eric",  05/08/2014 - 12/31/2024,,,,Participating,
"Ditty, Benjamin",  11/12/2021 - 12/31/2031,,,,Participating,
"Dlouhy, Brian",  05/04/2019 - 12/31/2029,,,  06/16/2019,Participating,
"Duhon, Bradley",  05/20/2015 - 12/31/2025,,,,Participating,
"Aryanpur, John",  11/01/1994,,,,,Not Required To Participate
"Atkinson, John",  11/01/1992,,,,,Not Required To Participate
"Aucoin, Jeffrey",  11/04/2022 - 12/31/2032,,,,Participating,
"Novakovic-White, Robin",,  01/01/2022,,,,
"Nudelman, Robert",  11/01/1991,,,,,Not Required To Participate
"Nunna, Ravi Shankar",,,,,,
"Patel, Smruti",,,,,,
"Patel, Sunil",  11/01/1996,,,,,Not Required To Participate
"Patil, Shashikant",  11/10/2015 - 12/31/2025,,,,Participating,
"MacDougall, Matthew",  11/13/2021 - 12/31/2031,,,,Participating,
"MacGregor, Margaret","['\xa0\xa011/19/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2024']",,,,Participating,
"Macias, Melissa","['\xa0\xa005/16/2013 - 12/31/2023'], ['\xa0\xa001/01/2024 - 12/31/2033']",,,,Participating,
"Varnavas, Gus","['\xa0\xa005/12/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,,
"Vates, G.","['\xa0\xa011/12/2008 - 12/31/2018'], ['\xa0\xa001/01/2019 - 12/31/2028']",,,,Participating,
"Velat, Gregory",  11/09/2015 - 12/31/2025,,,,Participating,
"Stephanian, Erick",  11/01/1997,,,,,Not Required To Participate
"Stevens, Edwin","['\xa0\xa011/15/2013 - 12/31/2023'], ['\xa0\xa001/01/2024 - 12/31/2033']",,,,Participating,
"Ehni, Bruce",  09/01/1984,,,,,Not Required To Participate
"Elberson, Brooke",,,,,,
"Elder, Benjamin",  10/30/2020 - 12/31/2030,,,,Participating,
"Ausman, James",  10/01/1974,,,,,Not Required To Participate
"Babbitz, Jesse","['\xa0\xa011/03/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Bagley, Jacob",,,,,,
"Ogbuji, Richard",  11/10/2023 - 12/31/2033,,,,Participating,
"Ojemann, Robert",  04/01/1964,,,,,
"Olafson, Richard",  10/01/1967,,,,,Not Required To Participate
"Patra, Sanjay",  11/04/2017 - 12/31/2027,,,,Participating,
